immatriculation,marque,nom,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix
4525 EM 72,Mercedes,S500,306,tr�s longue,5,5,rouge,false,101300
7879 RR 83,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
5947 DG 86,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900
7006 ZK 48,Lancia,Ypsilon 1.4 16V,90,courte,5,3,blanc,false,13500
6890 JX 13,Volvo,S80 T6,272,tr�s longue,5,5,noir,true,35350
3054 KD 58,Mini,Copper 1.6 16V,115,courte,5,5,blanc,false,18200
4578 FA 80,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
5622 XJ 89,Nissan,Primera 1.6,109,longue,5,5,rouge,false,18650
2246 PE 39,Audi,A2 1.4,75,courte,5,5,noir,false,18310
4780 WP 72,Nissan,Almera 1.8,115,moyenne,5,5,rouge,false,16450
3282 OK 33,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
3346 LH 29,Audi,A2 1.4,75,courte,5,5,noir,false,18310
1132 SX 24,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
4387 VK 39,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
5332 SQ 87,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,true,34440
8532 DU 14,BMW,M5,507,tr�s longue,5,5,noir,true,66360
8038 JX 72,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,false,22900
3653 RY 59,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
1988 YR 44,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
4528 OW 25,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
2430 ZV 59,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,true,8540
246 IW 97,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
9899 OL 69,Mercedes,S500,306,tr�s longue,5,5,rouge,false,101300
4470 FP 10,Mercedes,S500,306,tr�s longue,5,5,noir,true,70910
4767 IC 13,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
9848 SZ 32,BMW,M5,507,tr�s longue,5,5,noir,false,94800
8725 CC 30,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
4699 KX 44,BMW,M5,507,tr�s longue,5,5,noir,false,94800
6516 AD 67,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
3053 DG 38,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,true,34440
2284 WY 49,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
4529 RY 96,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
311 HX 88,Mercedes,A200,136,moyenne,5,5,bleu,true,18130
9623 UM 67,Fiat,Croma 2.2,147,longue,5,5,blanc,false,24780
8810 LK 62,Volvo,S80 T6,272,tr�s longue,5,5,bleu,false,50500
9865 BQ 34,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
5555 ZB 86,Mercedes,A200,136,moyenne,5,5,blanc,true,18130
2714 CD 50,BMW,M5,507,tr�s longue,5,5,gris,false,94800
3578 WO 40,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
9175 CF 55,Renault,Laguna 2.0T,170,longue,5,5,blanc,true,19110
3090 SD 70,Audi,A2 1.4,75,courte,5,5,gris,true,12817
3703 JR 45,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
