situationFamiliale,age,sexe,taux,nbEnfantsAcharge,puissance,nbPlaces,nbPortes
En Couple,69,1,531,1,306,5,5
En Couple,38,1,212,1,272,5,5
Célibataire,48,1,1007,1,75,5,5
En Couple,25,1,1151,1,197,5,5
Célibataire,79,1,1167,1,136,5,5
Célibataire,28,1,239,1,150,5,5
Célibataire,40,1,1258,1,75,5,5
Célibataire,34,1,157,1,58,5,3
En Couple,18,1,1181,1,75,5,5
Seule,76,1,598,1,306,5,5
Célibataire,43,1,203,1,90,5,5
En Couple,25,1,1047,1,507,5,5
En Couple,46,1,1130,1,507,5,5
Célibataire,53,1,499,1,55,5,3
En Couple,33,1,456,1,125,5,5
Célibataire,45,1,167,1,75,5,5
En Couple,59,1,1191,1,197,5,5
En Couple,53,1,597,1,170,5,5
En Couple,64,1,200,1,272,5,5
Célibataire,47,1,574,1,75,5,5
En Couple,42,1,468,1,147,5,5
En Couple,81,1,1004,1,306,5,5
Célibataire,43,1,549,1,150,5,5
En Couple,39,1,1339,1,197,5,5
Célibataire,48,1,443,1,75,5,5
En Couple,23,1,454,1,245,5,5
Célibataire,61,1,1360,1,75,5,5
Célibataire,39,1,159,1,110,5,5
Célibataire,47,1,946,1,75,5,5
En Couple,53,1,592,1,507,5,5
En Couple,79,1,469,1,75,5,5
En Couple,57,1,402,1,507,5,5
En Couple,25,1,581,1,75,5,5
En Couple,39,1,1323,1,507,5,5
Célibataire,59,1,559,1,150,5,5
En Couple,54,1,1250,1,75,5,5
Célibataire,21,1,494,1,150,5,5
En Couple,18,1,493,1,272,5,5
Célibataire,45,1,971,1,75,5,5
Célibataire,21,1,506,1,135,5,5
En Couple,22,1,463,1,147,5,5
En Couple,22,1,523,1,245,5,5
Célibataire,19,1,558,1,110,5,5
En Couple,29,1,164,1,170,5,5
En Couple,26,1,437,1,147,5,5
En Couple,39,1,547,1,170,5,5
Célibataire,49,1,236,1,150,5,5
En Couple,60,1,153,1,272,5,5
En Couple,26,1,208,1,200,5,5
En Couple,46,1,720,1,507,5,5
En Couple,18,1,1187,1,197,5,5
En Couple,53,1,473,1,125,5,5
En Couple,56,1,1311,1,507,5,5
En Couple,25,1,507,1,55,5,3
En Couple,27,1,205,1,200,5,5
En Couple,30,1,515,1,197,5,5
En Couple,42,1,916,1,507,5,5
Célibataire,57,1,1242,1,75,5,5
Célibataire,33,1,747,1,75,5,5
En Couple,54,1,1374,1,507,5,5
Célibataire,59,1,473,1,55,5,3
En Couple,77,1,797,1,306,5,5
En Couple,20,1,440,1,272,5,5
En Couple,64,1,489,1,306,5,5
En Couple,46,1,415,1,245,5,5
En Couple,65,1,1300,1,306,5,5
En Couple,19,1,1333,1,75,5,5
En Couple,21,1,1104,1,197,5,5
Célibataire,42,1,502,1,150,5,5
Célibataire,58,1,423,1,55,5,3
Célibataire,31,1,447,1,55,5,3
En Couple,51,1,241,1,272,5,5
En Couple,26,1,480,1,125,5,5
En Couple,26,1,480,1,197,5,5
Seule,74,1,216,1,125,5,5
En Couple,28,1,0,1,272,5,5
En Couple,65,1,442,1,306,5,5
En Couple,35,1,452,1,170,5,5
En Couple,59,1,160,1,147,5,5
Célibataire,28,1,536,1,75,5,5
Célibataire,28,1,536,1,55,5,3
Célibataire,30,1,493,1,150,5,5
Seule,57,1,447,1,170,5,5
En Couple,44,1,987,1,507,5,5
En Couple,27,1,582,1,272,5,5
En Couple,18,1,403,1,75,5,5
En Couple,46,1,531,1,507,5,5
Célibataire,23,1,464,1,135,5,5
Célibataire,71,1,558,1,136,5,5
Célibataire,63,1,570,1,136,5,5
En Couple,58,1,442,1,75,5,5
En Couple,68,1,463,1,306,5,5
Célibataire,38,1,435,1,135,5,5
Célibataire,79,1,1286,1,136,5,5
En Couple,67,1,173,1,147,5,5
Seule,32,1,1110,1,507,5,5
Célibataire,45,1,159,1,58,5,3
Célibataire,30,1,456,1,55,5,3
En Couple,45,1,1281,1,507,5,5
En Couple,57,1,950,1,507,5,5
Célibataire,24,1,752,1,75,5,5
Célibataire,51,1,427,1,150,5,5
Célibataire,64,1,728,1,136,5,5
Seule,72,1,506,1,150,5,5
En Couple,21,1,162,1,193,5,5
En Couple,36,1,420,1,170,5,5
En Couple,25,1,216,1,245,5,5
En Couple,26,1,448,1,245,5,5
Célibataire,57,1,955,1,75,5,5
Célibataire,56,1,454,1,150,5,5
En Couple,63,1,519,1,306,5,5
En Couple,25,1,234,1,125,5,5
Célibataire,36,1,224,1,90,5,3
En Couple,51,1,435,1,75,5,5
En Couple,75,1,1188,1,306,5,5
En Couple,26,1,484,1,507,5,5
En Couple,48,1,170,1,102,5,5
En Couple,34,1,1154,1,507,5,5
Célibataire,40,1,893,1,75,5,5
En Couple,18,1,958,1,197,5,5
Célibataire,27,1,499,1,55,5,3
En Couple,23,1,468,1,245,5,5
En Couple,80,1,850,1,306,5,5
En Couple,18,1,1144,1,197,5,5
Célibataire,39,1,976,1,75,5,5
En Couple,22,1,229,1,193,5,5
En Couple,27,1,595,1,125,5,5
En Couple,41,1,1321,1,507,5,5
En Couple,34,1,498,1,245,5,5
En Couple,35,1,1003,1,197,5,5
En Couple,46,1,560,1,245,5,5
En Couple,19,1,240,1,147,5,5
En Couple,50,1,462,1,507,5,5
Célibataire,58,1,411,1,75,5,5
En Couple,27,1,416,1,197,5,5
Célibataire,27,1,443,1,150,5,5
Célibataire,62,1,460,1,136,5,5
En Couple,41,1,1152,1,197,5,5
En Couple,49,1,157,1,272,5,5
Célibataire,27,1,235,1,150,5,5
Célibataire,32,1,1034,1,75,5,5
Célibataire,49,1,966,1,75,5,5
En Couple,39,1,479,1,272,5,5
En Couple,81,1,594,1,150,5,5
Célibataire,21,1,1239,1,150,5,5
Célibataire,57,1,1258,1,75,5,5
En Couple,56,1,1341,1,197,5,5
Célibataire,27,1,503,1,150,5,5
Célibataire,25,1,451,1,135,5,5
En Couple,60,1,197,1,200,5,5
En Couple,20,1,500,1,245,5,5
En Couple,25,1,835,1,507,5,5
Marié(e),29,1,156,1,65,5,5
En Couple,19,1,407,1,245,5,5
En Couple,81,1,1222,1,306,5,5
En Couple,19,1,837,1,507,5,5
En Couple,29,1,919,1,507,5,5
En Couple,50,1,702,1,197,5,5
Célibataire,77,1,1366,1,75,5,5
Célibataire,42,1,248,1,135,5,5
En Couple,18,1,434,1,147,5,5
Célibataire,56,1,1154,1,75,5,5
En Couple,35,1,189,1,90,5,3
En Couple,50,1,1368,1,507,5,5
Célibataire,59,1,811,1,75,5,5
Célibataire,19,1,545,1,150,5,5
Célibataire,45,1,564,1,150,5,5
En Couple,42,1,408,1,507,5,5
En Couple,50,1,175,1,170,5,5
En Couple,24,1,554,1,147,5,5
Seule,21,1,224,1,102,5,5
En Couple,21,1,1076,1,197,5,5
En Couple,34,1,1378,1,197,5,5
En Couple,32,1,204,1,193,5,5
En Couple,69,1,1276,1,150,5,5
En Couple,31,1,1163,1,507,5,5
En Couple,57,1,578,1,507,5,5
Célibataire,36,1,524,1,150,5,5
Célibataire,65,1,177,1,75,5,5
Célibataire,34,0,1183,1,75,5,5
Seule,43,1,728,1,197,5,5
Célibataire,19,1,203,1,65,5,5
En Couple,19,1,540,1,170,5,5
En Couple,58,1,1205,1,197,5,5
En Couple,39,1,214,1,200,5,5
Seule,49,1,440,1,245,5,5
En Couple,57,1,454,1,272,5,5
En Couple,29,1,1291,1,75,5,5
En Couple,19,1,589,1,507,5,5
En Couple,59,1,1223,1,507,5,5
En Couple,61,1,1209,1,150,5,5
Célibataire,58,1,969,1,75,5,5
Célibataire,38,1,1397,1,75,5,5
En Couple,31,1,479,1,170,5,5
En Couple,67,1,490,1,150,5,5
Célibataire,67,1,862,1,75,5,5
En Couple,22,1,171,1,170,5,5
En Couple,28,1,491,1,197,5,5
En Couple,22,1,513,1,245,5,5
En Couple,44,1,204,1,245,5,5
En Couple,24,1,800,1,197,5,5
En Couple,55,1,401,1,115,5,5
En Couple,25,1,824,1,197,5,5
En Couple,44,1,150,1,193,5,5
En Couple,44,1,187,1,245,5,5
En Couple,40,1,551,1,147,5,5
En Couple,22,1,159,1,109,5,5
En Couple,53,1,1220,1,507,5,5
En Couple,55,1,1218,1,507,5,5
En Couple,46,1,534,1,125,5,5
En Couple,56,1,823,1,507,5,5
En Couple,35,1,472,1,507,5,5
Célibataire,39,1,1313,1,75,5,5
En Couple,44,1,559,1,125,5,5
Célibataire,30,1,1032,1,75,5,5
En Couple,21,1,440,1,170,5,5
Seule,19,1,1108,1,197,5,5
Célibataire,40,1,173,1,90,5,5
En Couple,26,1,560,1,75,5,5
En Couple,21,1,724,1,197,5,5
Célibataire,48,1,590,1,75,5,5
En Couple,37,1,596,1,75,5,5
En Couple,44,1,439,1,170,5,5
Célibataire,36,1,438,1,150,5,5
Célibataire,33,1,403,1,75,5,5
En Couple,49,1,519,1,245,5,5
En Couple,38,1,437,1,197,5,5
En Couple,39,1,1047,1,507,5,5
En Couple,20,1,1211,1,507,5,5
Célibataire,22,1,182,1,75,5,5
En Couple,48,1,1087,1,507,5,5
En Couple,20,1,552,1,245,5,5
Célibataire,37,1,536,1,55,5,3
En Couple,36,1,1316,1,197,5,5
Célibataire,33,1,232,1,75,5,5
Célibataire,50,1,159,1,115,5,5
Seule,30,1,1272,1,197,5,5
Célibataire,56,1,222,1,58,5,3
En Couple,68,1,706,1,306,5,5
En Couple,1,1,1239,1,197,5,5
Célibataire,63,1,574,1,75,5,5
Célibataire,54,1,918,1,75,5,5
En Couple,49,1,1310,1,507,5,5
En Couple,43,1,577,1,75,5,5
En Couple,30,1,1237,1,75,5,5
Célibataire,21,1,568,1,150,5,5
En Couple,40,1,421,1,75,5,5
En Couple,42,1,169,1,272,5,5
En Couple,39,1,510,1,272,5,5
Célibataire,47,1,833,1,75,5,5
Seule,37,1,549,1,245,5,5
En Couple,50,1,486,1,245,5,5
Célibataire,19,1,472,1,75,5,5
En Couple,55,1,455,1,245,5,5
Marié(e),51,1,506,1,507,5,5
Célibataire,44,1,1320,1,75,5,5
Célibataire,28,1,531,1,150,5,5
En Couple,20,1,584,1,147,5,5
En Couple,28,1,425,1,125,5,5
Seule,79,1,582,1,306,5,5
Célibataire,59,1,1054,1,75,5,5
En Couple,43,1,505,1,272,5,5
Célibataire,21,1,483,1,75,5,5
Célibataire,55,1,586,1,55,5,3
Célibataire,20,1,516,1,55,5,3
En Couple,27,1,755,1,197,5,5
En Couple,33,1,202,1,109,5,5
Célibataire,22,1,513,1,55,5,3
Célibataire,33,1,571,1,75,5,5
Célibataire,63,1,475,1,55,5,3
En Couple,34,1,401,1,507,5,5
Célibataire,21,1,533,1,150,5,5
En Couple,29,1,570,1,272,5,5
En Couple,45,1,438,1,507,5,5
En Couple,22,1,213,1,200,5,5
En Couple,40,1,185,1,193,5,5
Célibataire,27,1,219,1,75,5,5
Célibataire,80,1,203,1,65,5,5
En Couple,79,1,574,1,150,5,5
Célibataire,38,1,501,1,150,5,5
En Couple,24,1,1345,1,507,5,5
En Couple,74,1,1098,1,150,5,5
Célibataire,30,1,1379,1,75,5,5
En Couple,76,1,711,1,150,5,5
En Couple,36,1,736,1,197,5,5
Célibataire,27,1,443,1,150,5,5
En Couple,77,1,780,1,150,5,5
En Couple,37,1,589,1,507,5,5
En Couple,69,1,439,1,306,5,5
En Couple,74,1,160,1,200,5,5
En Couple,20,1,808,1,197,5,5
En Couple,59,1,495,1,245,5,5
En Couple,41,1,564,1,507,5,5
En Couple,57,1,247,1,170,5,5
Célibataire,18,1,413,1,150,5,5
En Couple,33,1,708,1,507,5,5
Célibataire,29,1,588,1,150,5,5
En Couple,49,1,534,1,75,5,5
Célibataire,83,1,1376,1,75,5,5
Célibataire,43,1,863,1,75,5,5
Célibataire,42,1,594,1,110,5,5
Célibataire,19,1,495,1,55,5,3
Célibataire,56,1,554,1,55,5,3
En Couple,81,1,727,1,306,5,5
Célibataire,59,1,513,1,135,5,5
Célibataire,51,1,457,1,150,5,5
En Couple,25,1,447,1,245,5,5
Célibataire,52,1,519,1,75,5,5
En Couple,50,1,585,1,507,5,5
Seule,55,1,208,1,147,5,5
Célibataire,48,1,463,1,150,5,5
En Couple,34,1,224,1,200,5,5
En Couple,43,1,1207,1,507,5,5
Célibataire,23,1,407,1,150,5,5
En Couple,55,1,974,1,507,5,5
En Couple,32,1,807,1,507,5,5
Célibataire,28,1,505,1,150,5,5
Célibataire,23,1,151,1,115,5,5
En Couple,42,1,159,0,200,5,5
Célibataire,52,1,408,1,75,5,5
En Couple,48,1,446,1,507,5,5
En Couple,52,1,546,1,125,5,5
Célibataire,18,1,437,1,135,5,5
En Couple,29,1,409,1,245,5,5
En Couple,21,1,1341,1,507,5,5
En Couple,82,1,459,1,150,5,5
En Couple,21,1,462,1,147,5,5
En Couple,21,1,220,1,147,5,5
En Couple,77,1,913,1,150,5,5
Marié(e),47,1,1111,1,197,5,5
Célibataire,67,1,841,1,75,5,5
En Couple,21,1,438,1,197,5,5
En Couple,36,1,1296,1,507,5,5
En Couple,50,1,1297,1,507,5,5
Célibataire,19,1,233,1,150,5,5
En Couple,27,1,856,1,507,5,5
En Couple,62,1,576,1,150,5,5
En Couple,47,1,753,1,507,5,5
Célibataire,28,1,1241,1,150,5,5
0,66,1,420,1,136,5,5
En Couple,54,1,185,1,109,5,5
En Couple,18,1,518,1,272,5,5
En Couple,74,1,445,1,306,5,5
En Couple,45,1,434,1,125,5,5
En Couple,64,1,161,1,200,5,5
En Couple,62,1,412,1,306,5,5
En Couple,66,1,1327,1,306,5,5
Célibataire,80,1,539,1,55,5,3
En Couple,20,1,439,1,245,5,5
En Couple,19,1,562,1,507,5,5
En Couple,33,1,248,1,272,5,5
En Couple,41,1,236,1,245,5,5
Célibataire,41,1,529,1,75,5,5
Célibataire,40,1,237,1,90,5,5
En Couple,30,1,457,1,507,5,5
En Couple,29,1,553,1,147,5,5
En Couple,33,1,592,1,197,5,5
Célibataire,49,1,505,1,55,5,3
En Couple,39,1,549,1,75,5,5
Célibataire,42,1,236,1,75,5,5
En Couple,54,1,1149,1,507,5,5
Célibataire,35,1,237,1,150,5,5
Célibataire,56,1,1085,1,75,5,5
En Couple,47,1,437,1,507,5,5
Célibataire,48,1,208,1,75,5,5
En Couple,25,1,448,1,507,5,5
En Couple,53,1,161,1,102,5,5
En Couple,22,1,971,1,507,5,5
Célibataire,28,1,212,1,150,5,5
Célibataire,29,1,714,1,75,5,5
En Couple,26,1,1199,1,507,5,5
En Couple,50,1,1146,1,197,5,5
En Couple,33,1,531,1,75,5,5
En Couple,31,1,546,1,507,5,5
Seule,32,1,462,1,170,5,5
Célibataire,65,1,539,1,75,5,5
Célibataire,45,1,446,1,135,5,5
En Couple,60,1,565,1,197,5,5
En Couple,52,1,445,1,245,5,5
En Couple,26,1,516,1,507,5,5
En Couple,52,1,463,1,197,5,5
En Couple,47,1,460,1,55,5,3
En Couple,25,1,785,1,507,5,5
En Couple,84,1,168,1,90,5,3
En Couple,57,1,193,1,125,5,5
En Couple,27,1,179,1,272,5,5
En Couple,82,1,437,1,150,5,5
En Couple,27,1,210,1,245,5,5
En Couple,56,1,561,1,197,5,5
En Couple,24,1,1242,1,197,5,5
En Couple,28,1,522,1,170,5,5
En Couple,37,1,485,1,147,5,5
En Couple,79,1,587,1,75,5,5
En Couple,44,1,1304,1,507,5,5
En Couple,30,1,242,1,75,5,5
En Couple,20,1,797,1,507,5,5
En Couple,68,1,187,1,200,5,5
Célibataire,63,1,1287,1,136,5,5
Célibataire,50,1,941,1,75,5,5
Seule,31,1,537,1,170,5,5
En Couple,25,1,980,1,507,5,5
En Couple,52,1,743,1,507,5,5
En Couple,30,1,412,1,245,5,5
En Couple,45,1,563,1,245,5,5
En Couple,57,1,237,1,147,5,5
En Couple,33,1,236,1,200,5,5
En Couple,29,1,438,1,125,5,5
Célibataire,22,1,442,1,135,5,5
En Couple,32,1,197,1,109,5,5
En Couple,46,1,169,1,193,5,5
En Couple,46,1,463,1,507,5,5
En Couple,27,1,247,1,102,5,5
En Couple,51,1,1001,1,507,5,5
En Couple,50,1,1321,1,507,5,5
En Couple,26,1,488,1,75,5,5
En Couple,73,1,512,1,150,5,5
En Couple,83,1,419,1,306,5,5
En Couple,77,1,408,1,75,5,5
En Couple,63,1,539,1,150,5,5
En Couple,51,1,202,1,58,5,3
En Couple,23,1,195,1,272,5,5
Célibataire,33,1,558,1,150,5,5
En Couple,59,1,594,1,245,5,5
En Couple,56,1,839,1,75,5,5
Célibataire,41,1,491,1,55,5,3
Célibataire,18,1,214,1,150,5,5
En Couple,39,1,536,1,245,5,5
Célibataire,57,1,468,1,110,5,5
En Couple,24,1,1254,1,75,5,5
Célibataire,59,1,1345,1,75,5,5
Célibataire,53,1,499,1,75,5,5
En Couple,41,1,206,1,272,5,5
Célibataire,42,1,476,1,150,5,5
En Couple,24,1,1115,1,197,5,5
En Couple,49,0,479,1,147,5,5
En Couple,51,1,922,1,507,5,5
Seule,42,1,192,1,272,5,5
En Couple,30,1,580,1,147,5,5
Célibataire,60,1,1217,1,75,5,5
En Couple,63,1,165,1,147,5,5
Célibataire,74,1,231,1,75,5,5
Célibataire,43,1,1053,1,75,5,5
En Couple,31,1,177,1,272,5,5
Célibataire,23,1,597,1,150,5,5
En Couple,42,1,1108,1,197,5,5
Célibataire,56,1,537,1,75,5,5
En Couple,82,1,161,1,125,5,5
En Couple,34,1,581,1,245,5,5
En Couple,20,1,531,1,272,5,5
Célibataire,28,1,1054,1,75,5,5
En Couple,22,1,571,1,507,5,5
En Couple,57,1,169,1,125,5,5
Seule,23,1,451,1,507,5,5
Seule,34,1,1364,1,197,5,5
En Couple,35,1,429,1,147,5,5
Seule,19,1,556,1,507,5,5
En Couple,45,1,987,1,197,5,5
Célibataire,57,1,549,1,150,5,5
En Couple,25,1,594,1,272,5,5
Célibataire,38,1,746,1,115,5,5
En Couple,20,1,1108,1,507,5,5
Célibataire,63,1,526,1,55,5,3
Seule,18,1,574,1,197,5,5
Célibataire,73,1,420,1,136,5,5
En Couple,57,1,1072,1,507,5,5
Seule,26,0,153,1,102,5,5
En Couple,56,1,575,1,170,5,5
Célibataire,73,1,1228,1,136,5,5
Célibataire,22,1,586,1,135,5,5
En Couple,81,1,406,1,55,5,3
Célibataire,22,1,403,1,110,5,5
En Couple,18,1,516,1,197,5,5
En Couple,56,1,483,1,245,5,5
En Couple,58,1,475,1,170,5,5
Célibataire,38,1,589,1,135,5,5
Célibataire,58,1,156,1,65,5,5
En Couple,41,1,496,1,147,5,5
Célibataire,37,1,182,1,58,5,3
En Couple,18,1,458,1,197,5,5
Célibataire,37,1,504,1,135,5,5
En Couple,26,1,465,1,197,5,5
Célibataire,35,1,462,1,135,5,5
Célibataire,45,1,570,1,55,5,3
Célibataire,49,1,231,1,55,5,3
En Couple,36,0,527,1,125,5,5
En Couple,42,1,1001,1,507,5,5
En Couple,25,1,453,1,125,5,5
En Couple,24,1,538,1,507,5,5
En Couple,21,1,211,1,245,5,5
En Couple,23,1,225,1,147,5,5
Célibataire,67,1,1061,1,136,5,5
En Couple,60,1,595,1,272,5,5
Célibataire,25,1,406,1,150,5,5
Célibataire,45,1,1384,1,75,5,5
En Couple,59,1,569,1,507,5,5
En Couple,34,1,566,1,197,5,5
Seule,23,1,963,1,507,5,5
En Couple,36,1,798,1,507,5,5
En Couple,47,1,196,1,102,5,5
En Couple,21,1,464,1,507,5,5
En Couple,43,1,197,1,109,5,5
Seule,26,1,469,1,245,5,5
Célibataire,29,1,405,1,55,5,3
Célibataire,84,1,1149,1,136,5,5
Célibataire,72,1,958,1,75,5,5
Célibataire,43,1,537,1,75,5,5
En Couple,28,1,958,1,197,5,5
En Couple,34,1,495,1,170,5,5
En Couple,41,1,1351,1,197,5,5
En Couple,1,1,414,1,75,5,5
Seul,50,1,237,1,58,5,3
Célibataire,38,1,1244,1,115,5,5
En Couple,42,1,520,1,75,5,5
Célibataire,77,1,1335,1,75,5,5
Célibataire,30,1,984,1,75,5,5
En Couple,39,1,414,1,197,5,5
En Couple,19,1,501,1,272,5,5
En Couple,51,1,565,1,170,5,5
En Couple,47,1,549,1,197,5,5
Célibataire,80,1,212,1,58,5,3
Célibataire,31,1,466,1,150,5,5
Célibataire,73,1,599,1,136,5,5
Seule,31,1,1225,1,197,5,5
En Couple,57,1,876,1,197,5,5
En Couple,38,1,833,1,507,5,5
Célibataire,47,1,1340,1,75,5,5
En Couple,72,1,813,1,150,5,5
En Couple,42,1,537,1,147,5,5
En Couple,83,1,526,1,306,5,5
En Couple,20,1,241,1,109,5,5
En Couple,44,1,1312,1,507,5,5
Seule,57,1,897,1,197,5,5
En Couple,70,1,549,1,150,5,5
Célibataire,32,1,509,1,150,5,5
En Couple,29,1,196,1,200,5,5
Célibataire,20,1,1344,1,75,5,5
Célibataire,21,1,495,1,150,5,5
En Couple,30,1,565,1,272,5,5
Célibataire,29,1,457,1,55,5,3
Seule,39,1,573,1,245,5,5
En Couple,78,1,491,1,306,5,5
En Couple,20,1,404,1,197,5,5
En Couple,38,1,206,1,170,5,5
En Couple,35,1,535,1,507,5,5
En Couple,53,1,187,1,58,5,3
En Couple,82,1,182,1,193,5,5
En Couple,48,1,202,1,102,5,5
En Couple,26,1,557,1,507,5,5
En Couple,23,1,509,1,75,5,5
Célibataire,45,1,239,1,90,5,5
En Couple,40,1,540,1,75,5,5
Seule,26,1,510,1,147,5,5
En Couple,76,1,448,1,75,5,5
Célibataire,22,1,179,1,58,5,3
Célibataire,34,1,1303,1,75,5,5
En Couple,24,1,575,1,245,5,5
En Couple,29,1,524,1,507,5,5
En Couple,49,1,1139,1,197,5,5
En Couple,18,1,511,1,55,5,3
En Couple,31,1,538,1,147,5,5
Célibataire,45,1,562,1,150,5,5
En Couple,23,1,587,1,75,5,5
1,33,1,430,1,55,5,3
En Couple,36,1,467,1,507,5,5
Célibataire,56,1,1103,1,75,5,5
En Couple,40,1,168,1,147,5,5
En Couple,24,1,1316,1,197,5,5
En Couple,49,1,159,1,147,5,5
Célibataire,72,1,0,1,136,5,5
En Couple,22,1,232,1,147,5,5
En Couple,43,1,889,1,197,5,5
En Couple,24,1,535,1,507,5,5
Célibataire,21,1,224,1,115,5,5
Célibataire,59,1,184,1,65,5,5
En Couple,42,1,518,1,272,5,5
En Couple,44,1,771,1,507,5,5
Célibataire,84,1,591,1,75,5,5
Célibataire,37,1,1343,1,75,5,5
En Couple,24,1,533,1,147,5,5
En Couple,25,1,1214,1,507,5,5
Célibataire,21,1,150,1,115,5,5
En Couple,25,1,937,1,197,5,5
Seule,56,1,801,1,197,5,5
Célibataire,75,1,1043,1,75,5,5
En Couple,38,1,724,1,507,5,5
En Couple,63,1,192,1,170,5,5
En Couple,39,1,577,1,245,5,5
En Couple,35,0,490,1,507,5,5
Seule,43,1,527,1,272,5,5
En Couple,54,1,231,1,193,5,5
Seule,27,1,561,1,125,5,5
En Couple,24,1,196,1,245,5,5
En Couple,77,1,569,1,75,5,5
Célibataire,52,1,841,1,75,5,5
Célibataire,27,1,197,1,75,5,5
En Couple,19,1,443,1,507,5,5
En Couple,23,1,475,1,75,5,5
Célibataire,27,1,199,1,58,5,3
En Couple,77,1,482,1,306,5,5
En Couple,56,1,205,1,125,5,5
En Couple,29,1,526,1,245,5,5
En Couple,55,1,0,1,272,5,5
Célibataire,38,1,206,1,90,5,5
En Couple,50,1,1017,1,75,5,5
En Couple,33,1,467,1,125,5,5
En Couple,53,1,521,1,272,5,5
En Couple,24,1,499,1,75,5,5
En Couple,24,1,477,1,170,5,5
En Couple,33,1,413,1,197,5,5
En Couple,64,1,160,1,200,5,5
En Couple,32,1,488,1,245,5,5
Célibataire,31,1,587,1,75,5,5
En Couple,36,1,1025,1,75,5,5
Célibataire,65,1,1106,1,75,5,5
Célibataire,42,1,519,1,150,5,5
En Couple,51,1,470,1,507,5,5
Célibataire,31,1,469,1,75,5,5
En Couple,43,1,1257,1,507,5,5
En Couple,59,1,405,1,245,5,5
En Couple,69,1,443,1,55,5,3
En Couple,39,1,720,1,197,5,5
Seule,35,1,1317,1,197,5,5
En Couple,47,1,196,1,245,5,5
En Couple,34,1,716,1,507,5,5
En Couple,37,1,164,1,200,5,5
En Couple,55,1,450,1,272,5,5
Célibataire,30,1,152,1,110,5,5
Célibataire,48,1,190,1,135,5,5
Célibataire,79,1,804,1,75,5,5
En Couple,84,1,1318,1,75,5,5
En Couple,39,1,518,1,245,5,5
En Couple,65,1,239,1,170,5,5
En Couple,25,1,413,1,125,5,5
Célibataire,43,1,573,1,150,5,5
En Couple,71,1,220,1,58,5,3
En Couple,24,1,446,1,245,5,5
En Couple,75,1,175,1,272,5,5
En Couple,31,1,1088,1,507,5,5
Célibataire,56,1,174,1,150,5,5
Célibataire,35,1,584,1,150,5,5
En Couple,49,1,154,1,109,5,5
En Couple,66,1,529,1,150,5,5
En Couple,65,1,419,1,306,5,5
En Couple,21,1,525,1,125,5,5
En Couple,74,1,236,1,147,5,5
Célibataire,50,1,558,1,55,5,3
Célibataire,28,1,503,1,75,5,5
Célibataire,42,1,513,1,150,5,5
En Couple,27,1,1339,1,507,5,5
Seule,26,1,169,1,102,5,5
En Couple,49,1,469,1,147,5,5
En Couple,29,1,1290,1,197,5,5
Célibataire,20,1,461,1,75,5,5
Célibataire,42,1,488,1,150,5,5
En Couple,46,1,539,1,147,5,5
En Couple,18,1,755,1,75,5,5
Célibataire,71,1,160,1,65,5,5
En Couple,46,1,1007,1,75,5,5
Célibataire,18,1,461,1,55,5,3
Célibataire,40,1,510,1,75,5,5
En Couple,81,1,1151,1,150,5,5
En Couple,26,1,525,1,272,5,5
En Couple,48,1,998,1,197,5,5
En Couple,37,1,462,1,245,5,5
En Couple,29,1,594,1,245,5,5
En Couple,83,1,247,1,193,5,5
Seule,70,1,1181,1,150,5,5
Célibataire,28,1,571,1,150,5,5
En Couple,29,1,555,1,507,5,5
En Couple,23,1,407,1,245,5,5
Célibataire,37,1,527,1,75,5,5
En Couple,54,1,208,1,200,5,5
Célibataire,63,1,456,1,75,5,5
En Couple,29,1,1365,1,75,5,5
Célibataire,21,1,536,1,75,5,5
Célibataire,28,1,783,1,75,5,5
Célibataire,23,1,1228,1,75,5,5
Célibataire,72,1,762,1,136,5,5
Célibataire,40,1,567,1,135,5,5
En Couple,41,1,407,1,147,5,5
En Couple,41,1,540,1,245,5,5
En Couple,21,1,440,1,245,5,5
En Couple,81,1,492,1,150,5,5
Célibataire,23,1,552,1,150,5,5
Célibataire,64,1,779,1,136,5,5
En Couple,56,1,787,1,197,5,5
En Couple,77,1,236,1,272,5,5
En Couple,84,1,894,1,306,5,5
En Couple,47,1,567,1,245,5,5
Célibataire,48,1,191,1,55,5,3
En Couple,32,1,466,1,272,5,5
En Couple,75,1,591,1,75,5,5
En Couple,58,1,495,1,75,5,5
En Couple,66,1,502,1,306,5,5
Célibataire,33,1,510,1,150,5,5
En Couple,44,1,1245,1,507,5,5
Célibataire,26,1,483,1,75,5,5
Célibataire,25,1,154,1,58,5,3
En Couple,73,1,178,1,200,5,5
En Couple,77,1,559,1,150,5,5
En Couple,82,1,402,1,150,5,5
En Couple,49,1,916,1,507,5,5
Célibataire,26,1,489,1,75,5,5
En Couple,78,1,161,1,245,5,5
En Couple,34,1,422,1,245,5,5
Célibataire,40,1,497,1,75,5,5
Seule,41,1,482,1,147,5,5
En Couple,25,1,1200,1,197,5,5
Célibataire,33,1,486,1,75,5,5
En Couple,59,1,464,1,272,5,5
En Couple,66,1,1036,1,306,5,5
Célibataire,24,1,209,1,150,5,5
En Couple,47,1,486,1,245,5,5
En Couple,35,1,161,1,200,5,5
Célibataire,40,1,457,1,150,5,5
En Couple,44,1,158,1,147,5,5
En Couple,43,1,477,1,272,5,5
