age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation,immatriculation,marque,nom,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix
38,M,468,En Couple,4,false,1371 RY 13,1371 RY 13,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,false,49200
38,F,764,En Couple,0,false,5601 UP 18,5601 UP 18,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
25,M,1119,En Couple,1,false,2191 KY 58,2191 KY 58,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
18,M,536,En Couple,1,true,7147 UG 37,7147 UG 37,Audi,A2 1.4,75,courte,5,5,noir,true,12817
30,F,573,En Couple,0,true,9763 NJ 35,9763 NJ 35,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
37,M,1354,Seul,0,false,5169 GQ 26,5169 GQ 26,Audi,A2 1.4,75,courte,5,5,noir,false,18310
53,F,1296,C�libataire,0,false,1210 BX 67,1210 BX 67,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
44,F,793,En Couple,1,false,8961 KM 26,8961 KM 26,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
48,M,499,C�libataire,0,false,8281 TS 48,8281 TS 48,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
27,F,985,En Couple,4,false,9399 UT 37,9399 UT 37,BMW,M5,507,tr�s longue,5,5,noir,false,94800
43,M,180,En Couple,1,false,5830 SI 31,5830 SI 31,Ford,Mondeo 1.8,125,longue,5,5,blanc,true,16730
30,M,404,En Couple,2,false,8180 NE 58,8180 NE 58,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
80,M,464,En Couple,1,true,2121 EJ 49,2121 EJ 49,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
23,M,576,C�libataire,0,false,5095 EJ 50,5095 EJ 50,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,false,22900
36,M,447,C�libataire,0,false,6797 EY 15,6797 EY 15,Audi,A2 1.4,75,courte,5,5,gris,true,12817
26,M,815,C�libataire,0,false,8454 PV 77,8454 PV 77,Audi,A2 1.4,75,courte,5,5,noir,false,18310
43,M,460,En Couple,2,false,7583 ZN 51,7583 ZN 51,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
25,M,472,C�libataire,0,false,6422 CM 40,6422 CM 40,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
65,F,534,En Couple,2,true,8142 UD 67,8142 UD 67,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
38,M,1194,En Couple,1,false,9262 BF 46,9262 BF 46,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
49,M,598,Seule,3,false,4537 JF 36,4537 JF 36,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,false,49200
82,M,520,C�libataire,0,false,9976 KB 69,9976 KB 69,Mercedes,A200,136,moyenne,5,5,blanc,true,18130
78,M,487,En Couple,3,false,9604 MN 54,9604 MN 54,Mercedes,S500,306,tr�s longue,5,5,bleu,true,70910
76,M,217,En Couple,3,false,9744 ZW 22,9744 ZW 22,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,bleu,false,30000
39,M,500,C�libataire,0,false,3442 UK 37,3442 UK 37,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
42,F,543,En Couple,2,false,7442 IL 48,7442 IL 48,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
18,M,915,C�libataire,0,false,1803 VN 37,1803 VN 37,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
57,M,704,Seule,1,false,7071 QD 35,7071 QD 35,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
47,M,872,En Couple,0,false,5736 JC 50,5736 JC 50,BMW,M5,507,tr�s longue,5,5,gris,false,94800
75,M,428,C�libataire,0,false,5688 AX 62,5688 AX 62,Mercedes,A200,136,moyenne,5,5,rouge,true,18130
61,F,849,En Couple,0,true,7713 DP 94,7713 DP 94,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
29,M,1331,En Couple,1,true,1393 YT 58,1393 YT 58,Audi,A2 1.4,75,courte,5,5,noir,false,18310
31,M,482,C�libataire,0,false,6470 BV 44,6470 BV 44,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
22,Homme,441,En Couple,2,false,9231 BK 91,9231 BK 91,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
45,M,404,C�libataire,0,false,1826 KQ 66,1826 KQ 66,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
18,M,161,En Couple,3,false,2890 PQ 44,2890 PQ 44,Volvo,S80 T6,272,tr�s longue,5,5,bleu,true,35350
38,M,194,En Couple,2,true,5241 GS 15,5241 GS 15,Daihatsu,Cuore 1.0,58,courte,5,3,rouge,false,8850
47,M,557,Seule,3,false,1595 MK 37,1595 MK 37,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,true,25970
64,F,522,En Couple,4,false,4171 RI 43,4171 RI 43,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
76,M,443,En Couple,4,false,8590 RB 75,8590 RB 75,Mercedes,S500,306,tr�s longue,5,5,noir,true,70910
27,F,875,Seule,2,false,5181 OI 28,5181 OI 28,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
72,F,403,C�libataire,0,false,9361 CE 27,9361 CE 27,Audi,A2 1.4,75,courte,5,5,gris,true,12817
59,M,588,En Couple,2,false,2391 JO 90,2391 JO 90,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
80,M,592,En Couple,1,false,1715 QG 74,1715 QG 74,Mercedes,S500,306,tr�s longue,5,5,gris,true,70910
41,F,231,En Couple,0,false,4352 AB 25,4352 AB 25,Seat,Toledo 1.6,102,longue,5,5,rouge,false,18880
69,M,553,En Couple,3,false,85 BD 44,85 BD 44,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
53,M,1249,En Couple,0,false,7348 VJ 88,7348 VJ 88,BMW,M5,507,tr�s longue,5,5,noir,false,94800
35,M,1385,C�libataire,0,false,188 JP 47,188 JP 47,Audi,A2 1.4,75,courte,5,5,gris,false,18310
21,M,180,C�libataire,0,false,7358 UT 20,7358 UT 20,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,true,8540
29,M,430,En Couple,2,false,7820 MC 78,7820 MC 78,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
37,F,175,En Couple,4,true,3501 CB 24,3501 CB 24,Volvo,S80 T6,272,tr�s longue,5,5,noir,true,35350
52,F,1117,En Couple,3,false,3630 FM 21,3630 FM 21,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
20,F,746,C�libataire,0,false,8883 EY 20,8883 EY 20,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
57,M,165,C�libataire,0,false,7482 EW 76,7482 EW 76,Dacia,Logan 1.6 MPI,90,moyenne,5,5,bleu,false,7500
64,M,990,C�libataire,0,false,6768 CY 62,6768 CY 62,Mercedes,A200,136,moyenne,5,5,noir,false,25900
23,F,496,C�libataire,0,false,8925 UB 92,8925 UB 92,BMW,120i,150,moyenne,5,5,noir,true,25060
69,M,1060,C�libataire,0,false,6907 DK 57,6907 DK 57,Mercedes,A200,136,moyenne,5,5,noir,false,25900
18,M,152,C�libataire,0,false,5380 JI 20,5380 JI 20,Peugeot,1007 1.4,75,courte,5,5,noir,true,9625
58,M,1134,En Couple,2,false,5897 CY 96,5897 CY 96,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
44,M,228,En Couple,4,false,4687 EI 59,4687 EI 59,Volvo,S80 T6,272,tr�s longue,5,5,noir,true,35350
28,M,434,En Couple,4,false,7363 IJ 31,7363 IJ 31,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
18,F,433,C�libataire,0,false,2622 XB 12,2622 XB 12,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350
27,M,563,En Couple,4,false,4324 GL 73,4324 GL 73,BMW,M5,507,tr�s longue,5,5,noir,true,66360
48,F,412,C�libataire,0,false,4775 VY 36,4775 VY 36,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
19,M,1145,C�libataire,0,false,7928 ZA 54,7928 ZA 54,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
25,F,232,En Couple,1,false,1485 FV 66,1485 FV 66,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,true,34440
30,M,553,En Couple,4,false,6862 BC 37,6862 BC 37,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
81,M,426,Seule,1,false,2762 BO 91,2762 BO 91,Mercedes,S500,306,tr�s longue,5,5,bleu,true,70910
50,F,589,Seule,2,false,2775 TI 97,2775 TI 97,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,true,25970
19,F,441,C�libataire,0,false,454 RO 77,454 RO 77,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
77,F,493,En Couple,2,true,4596 WJ 76,4596 WJ 76,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
26,M,404,En Couple,0,false,1468 WT 69,1468 WT 69,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
24,M,154,C�libataire,0,false,7802 JA 89,7802 JA 89,Nissan,Almera 1.8,115,moyenne,5,5,blanc,false,16450
55,M,510,C�libataire,0,false,5372 VI 68,5372 VI 68,BMW,120i,150,moyenne,5,5,blanc,true,25060
47,M,506,En Couple,4,false,8625 KN 34,8625 KN 34,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
23,M,1205,En Couple,3,false,5619 YR 11,5619 YR 11,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
24,M,575,En Couple,0,false,5280 DZ 13,5280 DZ 13,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
27,M,745,En Couple,4,false,3300 RC 33,3300 RC 33,BMW,M5,507,tr�s longue,5,5,gris,false,94800
18,M,480,C�libataire,0,false,6915 CA 45,6915 CA 45,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,false,22900
46,M,576,En Couple,1,false,4386 HJ 84,4386 HJ 84,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
35,F,921,En Couple,2,false,5845 DF 61,5845 DF 61,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
35,F,921,En Couple,2,false,5845 DF 61,5845 DF 61,Jaguard,X-Typeddd 2.5 V6,197,longue,5,5,blanc,false,37100
